Race,Age.Group,Year.of.diagnosis,Sex,Count
2,0,14,2,0
2,0,15,0,1
2,0,15,1,0
2,0,15,2,1
2,0,16,0,1
2,0,16,1,0
2,0,16,2,1
2,0,17,0,0
2,0,17,1,0
2,0,17,2,0
2,0,18,0,2
2,0,18,1,2
2,0,18,2,0
2,0,19,0,2
2,0,19,1,1
2,0,19,2,1
2,0,20,0,3
2,0,20,1,2
2,0,20,2,1
2,0,21,0,2
2,0,21,1,0
2,0,21,2,2
2,0,22,0,0
2,0,22,1,0
2,0,22,2,0
2,0,23,0,0
2,0,23,1,0
2,0,23,2,0
2,0,24,0,2
2,0,24,1,1
2,0,24,2,1
2,0,25,0,0
2,0,25,1,0
2,0,25,2,0
2,0,26,0,1
2,0,26,1,0
2,0,26,2,1
2,0,27,0,1
2,0,27,1,0
2,0,27,2,1
2,0,28,0,1
2,0,28,1,0
2,0,28,2,1
2,0,29,0,1
2,0,29,1,1
2,0,29,2,0
2,0,30,0,3
2,0,30,1,2
2,0,30,2,1
2,0,31,0,2
2,0,31,1,1
2,0,31,2,1
2,0,32,0,2
2,0,32,1,1
2,0,32,2,1
2,0,33,0,1
2,0,33,1,1
2,0,33,2,0
2,0,34,0,3
2,0,34,1,1
2,0,34,2,2
2,0,35,0,2
2,0,35,1,2
2,0,35,2,0
2,0,36,0,1
2,0,36,1,1
2,0,36,2,0
2,0,37,0,1
2,0,37,1,1
2,0,37,2,0
2,0,38,0,1
2,0,38,1,1
2,0,38,2,0
2,0,39,0,1
2,0,39,1,1
2,0,39,2,0
2,0,40,0,1
2,0,40,1,1
2,0,40,2,0
2,0,41,0,2
2,0,41,1,0
2,0,41,2,2
2,0,42,0,2
2,0,42,1,1
2,0,42,2,1
2,0,43,0,2
2,0,43,1,1
2,0,43,2,1
2,0,44,0,3
2,0,44,1,0
2,0,44,2,3
2,0,45,0,1
2,0,45,1,0
2,0,45,2,1
2,1,0,0,296
2,1,0,1,160
2,1,0,2,136
2,1,1,0,2
2,1,1,1,1
2,1,1,2,1
2,1,2,0,3
2,1,2,1,3
2,1,2,2,0
2,1,3,0,4
2,1,3,1,2
2,1,3,2,2
2,1,4,0,4
2,1,4,1,2
2,1,4,2,2
2,1,5,0,1
2,1,5,1,1
2,1,5,2,0
2,1,6,0,6
2,1,6,1,5
2,1,6,2,1
2,1,7,0,9
2,1,7,1,2
2,1,7,2,7
2,1,8,0,1
2,1,8,1,0
2,1,8,2,1
2,1,9,0,5
2,1,9,1,1
2,1,9,2,4
2,1,10,0,4
2,1,10,1,2
2,1,10,2,2
2,1,11,0,4
2,1,11,1,1
2,1,11,2,3
2,1,12,0,3
2,1,12,1,1
2,1,12,2,2
2,1,13,0,8
2,1,13,1,5
2,1,13,2,3
2,1,14,0,5
2,1,14,1,3
2,1,14,2,2
2,1,15,0,6
2,1,15,1,4
2,1,15,2,2
2,1,16,0,6
2,1,16,1,3
2,1,16,2,3
2,1,17,0,3
2,1,17,1,1
2,1,17,2,2
2,1,18,0,5
2,1,18,1,5
2,1,18,2,0
2,1,19,0,4
2,1,19,1,2
2,1,19,2,2
2,1,20,0,5
2,1,20,1,4
2,1,20,2,1
2,1,21,0,10
2,1,21,1,5
2,1,21,2,5
2,1,22,0,8
2,1,22,1,7
2,1,22,2,1
2,1,23,0,6
2,1,23,1,3
2,1,23,2,3
2,1,24,0,6
2,1,24,1,4
2,1,24,2,2
2,1,25,0,8
2,1,25,1,5
2,1,25,2,3
2,1,26,0,5
2,1,26,1,3
2,1,26,2,2
2,1,27,0,11
2,1,27,1,4
2,1,27,2,7
2,1,28,0,7
2,1,28,1,5
2,1,28,2,2
2,1,29,0,5
2,1,29,1,2
2,1,29,2,3
2,1,30,0,14
2,1,30,1,7
2,1,30,2,7
2,1,31,0,7
2,1,31,1,6
2,1,31,2,1
2,1,32,0,10
2,1,32,1,6
2,1,32,2,4
2,1,33,0,9
2,1,33,1,5
2,1,33,2,4
2,1,34,0,13
2,1,34,1,6
2,1,34,2,7
2,1,35,0,10
2,1,35,1,3
2,1,35,2,7
2,1,36,0,6
2,1,36,1,4
2,1,36,2,2
2,1,37,0,7
2,1,37,1,5
2,1,37,2,2
2,1,38,0,8
2,1,38,1,5
2,1,38,2,3
2,1,39,0,8
2,1,39,1,6
2,1,39,2,2
2,1,40,0,11
2,1,40,1,4
2,1,40,2,7
2,1,41,0,7
2,1,41,1,3
2,1,41,2,4
2,1,42,0,8
2,1,42,1,3
2,1,42,2,5
2,1,43,0,13
2,1,43,1,6
2,1,43,2,7
2,1,44,0,9
2,1,44,1,4
2,1,44,2,5
2,1,45,0,2
2,1,45,1,1
2,1,45,2,1
2,2,0,0,201
2,2,0,1,109
2,2,0,2,92
2,2,1,0,4
2,2,1,1,2
2,2,1,2,2
2,2,2,0,4
2,2,2,1,2
2,2,2,2,2
2,2,3,0,3
2,2,3,1,1
2,2,3,2,2
2,2,4,0,3
2,2,4,1,2
2,2,4,2,1
2,2,5,0,6
2,2,5,1,4
2,2,5,2,2
2,2,6,0,0
2,2,6,1,0
2,2,6,2,0
2,2,7,0,3
2,2,7,1,1
2,2,7,2,2
2,2,8,0,2
2,2,8,1,1
2,2,8,2,1
2,2,9,0,1
2,2,9,1,1
2,2,9,2,0
2,2,10,0,4
2,2,10,1,2
2,2,10,2,2
2,2,11,0,2
2,2,11,1,2
2,2,11,2,0
2,2,12,0,3
2,2,12,1,2
2,2,12,2,1
2,2,13,0,5
2,2,13,1,1
2,2,13,2,4
2,2,14,0,5
2,2,14,1,4
2,2,14,2,1
2,2,15,0,5
2,2,15,1,2
2,2,15,2,3
2,2,16,0,4
2,2,16,1,0
2,2,16,2,4
2,2,17,0,7
2,2,17,1,4
2,2,17,2,3
2,2,18,0,12
2,2,18,1,5
2,2,18,2,7
2,2,19,0,5
2,2,19,1,3
2,2,19,2,2
2,2,20,0,1
2,2,20,1,0
2,2,20,2,1
2,2,21,0,5
2,2,21,1,3
2,2,21,2,2
2,2,22,0,4
2,2,22,1,3
2,2,22,2,1
2,2,23,0,4
2,2,23,1,2
2,2,23,2,2
2,2,24,0,2
2,2,24,1,1
2,2,24,2,1
2,2,25,0,7
2,2,25,1,4
2,2,25,2,3
2,2,26,0,8
2,2,26,1,4
2,2,26,2,4
2,2,27,0,2
2,2,27,1,1
2,2,27,2,1
2,2,28,0,5
2,2,28,1,3
2,2,28,2,2
2,2,29,0,4
2,2,29,1,3
2,2,29,2,1
2,2,30,0,4
2,2,30,1,2
2,2,30,2,2
2,2,31,0,2
2,2,31,1,0
2,2,31,2,2
2,2,32,0,6
2,2,32,1,4
2,2,32,2,2
2,2,33,0,4
2,2,33,1,2
2,2,33,2,2
2,2,34,0,4
2,2,34,1,1
2,2,34,2,3
2,2,35,0,5
2,2,35,1,3
2,2,35,2,2
2,2,36,0,8
2,2,36,1,4
2,2,36,2,4
2,2,37,0,7
2,2,37,1,7
2,2,37,2,0
2,2,38,0,3
2,2,38,1,1
2,2,38,2,2
2,2,39,0,2
2,2,39,1,0
2,2,39,2,2
2,2,40,0,7
2,2,40,1,4
2,2,40,2,3
2,2,41,0,3
2,2,41,1,1
2,2,41,2,2
2,2,42,0,6
2,2,42,1,4
2,2,42,2,2
2,2,43,0,10
2,2,43,1,7
2,2,43,2,3
2,2,44,0,4
2,2,44,1,4
2,2,44,2,0
2,2,45,0,6
2,2,45,1,2
2,2,45,2,4
2,3,0,0,170
2,3,0,1,97
2,3,0,2,73
2,3,1,0,0
2,3,1,1,0
2,3,1,2,0
2,3,2,0,5
2,3,2,1,0
2,3,2,2,5
2,3,3,0,0
2,3,3,1,0
2,3,3,2,0
2,3,4,0,2
2,3,4,1,1
2,3,4,2,1
2,3,5,0,3
2,3,5,1,1
2,3,5,2,2
2,3,6,0,3
2,3,6,1,3
2,3,6,2,0
2,3,7,0,1
2,3,7,1,0
2,3,7,2,1
2,3,8,0,2
2,3,8,1,1
2,3,8,2,1
2,3,9,0,3
2,3,9,1,3
2,3,9,2,0
2,3,10,0,5
2,3,10,1,2
2,3,10,2,3
2,3,11,0,4
2,3,11,1,2
2,3,11,2,2
2,3,12,0,0
2,3,12,1,0
2,3,12,2,0
2,3,13,0,2
2,3,13,1,0
2,3,13,2,2
2,3,14,0,1
2,3,14,1,0
2,3,14,2,1
2,3,15,0,2
2,3,15,1,1
2,3,15,2,1
2,3,16,0,4
2,3,16,1,2
2,3,16,2,2
2,3,17,0,1
2,3,17,1,1
2,3,17,2,0
2,3,18,0,3
2,3,18,1,1
2,3,18,2,2
2,3,19,0,3
2,3,19,1,2
2,3,19,2,1
2,3,20,0,4
2,3,20,1,3
2,3,20,2,1
2,3,21,0,3
2,3,21,1,2
2,3,21,2,1
2,3,22,0,4
2,3,22,1,1
2,3,22,2,3
2,3,23,0,5
2,3,23,1,3
2,3,23,2,2
2,3,24,0,6
2,3,24,1,1
2,3,24,2,5
2,3,25,0,4
2,3,25,1,3
2,3,25,2,1
2,3,26,0,5
2,3,26,1,3
2,3,26,2,2
2,3,27,0,4
2,3,27,1,3
2,3,27,2,1
2,3,28,0,2
2,3,28,1,1
2,3,28,2,1
2,3,29,0,8
2,3,29,1,2
2,3,29,2,6
2,3,30,0,1
2,3,30,1,0
2,3,30,2,1
2,3,31,0,7
2,3,31,1,6
2,3,31,2,1
2,3,32,0,3
2,3,32,1,3
2,3,32,2,0
2,3,33,0,3
2,3,33,1,1
2,3,33,2,2
2,3,34,0,5
2,3,34,1,4
2,3,34,2,1
2,3,35,0,5
2,3,35,1,1
2,3,35,2,4
2,3,36,0,4
2,3,36,1,3
2,3,36,2,1
2,3,37,0,6
2,3,37,1,4
2,3,37,2,2
2,3,38,0,9
2,3,38,1,6
2,3,38,2,3
2,3,39,0,4
2,3,39,1,4
2,3,39,2,0
2,3,40,0,5
2,3,40,1,3
2,3,40,2,2
2,3,41,0,4
2,3,41,1,2
2,3,41,2,2
2,3,42,0,7
2,3,42,1,6
2,3,42,2,1
2,3,43,0,4
2,3,43,1,3
2,3,43,2,1
2,3,44,0,6
2,3,44,1,3
2,3,44,2,3
2,3,45,0,8
2,3,45,1,6
2,3,45,2,2
2,4,0,0,132
2,4,0,1,73
2,4,0,2,59
2,4,1,0,3
2,4,1,1,2
2,4,1,2,1
2,4,2,0,1
2,4,2,1,0
2,4,2,2,1
2,4,3,0,2
2,4,3,1,1
2,4,3,2,1
2,4,4,0,2
2,4,4,1,2
2,4,4,2,0
2,4,5,0,1
2,4,5,1,0
2,4,5,2,1
2,4,6,0,2
2,4,6,1,2
2,4,6,2,0
2,4,7,0,2
2,4,7,1,2
2,4,7,2,0
2,4,8,0,4
2,4,8,1,1
2,4,8,2,3
2,4,9,0,3
2,4,9,1,2
2,4,9,2,1
2,4,10,0,4
2,4,10,1,2
2,4,10,2,2
2,4,11,0,1
2,4,11,1,1
2,4,11,2,0
2,4,12,0,2
2,4,12,1,1
2,4,12,2,1
2,4,13,0,2
2,4,13,1,1
2,4,13,2,1
2,4,14,0,1
2,4,14,1,1
2,4,14,2,0
2,4,15,0,2
2,4,15,1,1
2,4,15,2,1
2,4,16,0,5
2,4,16,1,2
2,4,16,2,3
2,4,17,0,3
2,4,17,1,2
2,4,17,2,1
2,4,18,0,2
2,4,18,1,0
2,4,18,2,2
2,4,19,0,1
2,4,19,1,0
2,4,19,2,1
2,4,20,0,2
2,4,20,1,1
2,4,20,2,1
2,4,21,0,2
2,4,21,1,2
2,4,21,2,0
2,4,22,0,0
2,4,22,1,0
2,4,22,2,0
2,4,23,0,3
2,4,23,1,0
2,4,23,2,3
2,4,24,0,1
2,4,24,1,1
2,4,24,2,0
2,4,25,0,3
2,4,25,1,3
2,4,25,2,0
2,4,26,0,4
2,4,26,1,1
2,4,26,2,3
2,4,27,0,2
2,4,27,1,0
2,4,27,2,2
2,4,28,0,1
2,4,28,1,0
2,4,28,2,1
2,4,29,0,3
2,4,29,1,2
2,4,29,2,1
2,4,30,0,1
2,4,30,1,0
2,4,30,2,1
2,4,31,0,2
2,4,31,1,0
2,4,31,2,2
2,4,32,0,5
2,4,32,1,4
2,4,32,2,1
2,4,33,0,11
2,4,33,1,7
2,4,33,2,4
2,4,34,0,0
2,4,34,1,0
2,4,34,2,0
2,4,35,0,3
2,4,35,1,2
2,4,35,2,1
2,4,36,0,8
2,4,36,1,3
2,4,36,2,5
2,4,37,0,2
2,4,37,1,1
2,4,37,2,1
2,4,38,0,3
2,4,38,1,2
2,4,38,2,1
2,4,39,0,2
2,4,39,1,1
2,4,39,2,1
2,4,40,0,8
2,4,40,1,5
2,4,40,2,3
2,4,41,0,5
2,4,41,1,2
2,4,41,2,3
2,4,42,0,6
2,4,42,1,6
2,4,42,2,0
2,4,43,0,6
2,4,43,1,3
2,4,43,2,3
2,4,44,0,3
2,4,44,1,3
2,4,44,2,0
2,4,45,0,3
2,4,45,1,1
2,4,45,2,2
2,5,0,0,147
2,5,0,1,85
2,5,0,2,62
2,5,1,0,2
2,5,1,1,0
2,5,1,2,2
2,5,2,0,3
2,5,2,1,1
2,5,2,2,2
2,5,3,0,2
2,5,3,1,2
2,5,3,2,0
2,5,4,0,7
2,5,4,1,3
2,5,4,2,4
2,5,5,0,3
2,5,5,1,3
2,5,5,2,0
2,5,6,0,3
2,5,6,1,2
2,5,6,2,1
2,5,7,0,5
2,5,7,1,3
2,5,7,2,2
2,5,8,0,1
2,5,8,1,0
2,5,8,2,1
2,5,9,0,1
2,5,9,1,1
2,5,9,2,0
2,5,10,0,3
2,5,10,1,2
2,5,10,2,1
2,5,11,0,3
2,5,11,1,1
2,5,11,2,2
2,5,12,0,2
2,5,12,1,2
2,5,12,2,0
2,5,13,0,2
2,5,13,1,2
2,5,13,2,0
2,5,14,0,4
2,5,14,1,2
2,5,14,2,2
2,5,15,0,6
2,5,15,1,4
2,5,15,2,2
2,5,16,0,0
2,5,16,1,0
2,5,16,2,0
2,5,17,0,2
2,5,17,1,0
2,5,17,2,2
2,5,18,0,2
2,5,18,1,2
2,5,18,2,0
2,5,19,0,1
2,5,19,1,0
2,5,19,2,1
2,5,20,0,4
2,5,20,1,2
2,5,20,2,2
2,5,21,0,2
2,5,21,1,2
2,5,21,2,0
2,5,22,0,3
2,5,22,1,3
2,5,22,2,0
2,5,23,0,3
2,5,23,1,2
2,5,23,2,1
2,5,24,0,1
2,5,24,1,0
2,5,24,2,1
2,5,25,0,2
2,5,25,1,0
2,5,25,2,2
2,5,26,0,3
2,5,26,1,2
2,5,26,2,1
2,5,27,0,3
2,5,27,1,0
2,5,27,2,3
2,5,28,0,3
2,5,28,1,2
2,5,28,2,1
2,5,29,0,5
2,5,29,1,4
2,5,29,2,1
2,5,30,0,5
2,5,30,1,3
2,5,30,2,2
2,5,31,0,3
2,5,31,1,2
2,5,31,2,1
2,5,32,0,6
2,5,32,1,2
2,5,32,2,4
2,5,33,0,5
2,5,33,1,3
2,5,33,2,2
2,5,34,0,2
2,5,34,1,1
2,5,34,2,1
2,5,35,0,1
2,5,35,1,1
2,5,35,2,0
2,5,36,0,4
2,5,36,1,2
2,5,36,2,2
2,5,37,0,1
2,5,37,1,1
2,5,37,2,0
2,5,38,0,6
2,5,38,1,3
2,5,38,2,3
2,5,39,0,6
2,5,39,1,2
2,5,39,2,4
2,5,40,0,5
2,5,40,1,2
2,5,40,2,3
2,5,41,0,3
2,5,41,1,3
2,5,41,2,0
2,5,42,0,5
2,5,42,1,4
2,5,42,2,1
2,5,43,0,8
2,5,43,1,4
2,5,43,2,4
2,5,44,0,3
2,5,44,1,3
2,5,44,2,0
2,5,45,0,3
2,5,45,1,2
2,5,45,2,1
2,6,0,0,180
2,6,0,1,110
2,6,0,2,70
2,6,1,0,2
2,6,1,1,1
2,6,1,2,1
2,6,2,0,0
2,6,2,1,0
2,6,2,2,0
2,6,3,0,1
2,6,3,1,0
2,6,3,2,1
2,6,4,0,1
2,6,4,1,1
2,6,4,2,0
2,6,5,0,3
2,6,5,1,2
2,6,5,2,1
2,6,6,0,4
2,6,6,1,3
2,6,6,2,1
2,6,7,0,2
2,6,7,1,1
2,6,7,2,1
2,6,8,0,2
2,6,8,1,1
2,6,8,2,1
2,6,9,0,2
2,6,9,1,1
2,6,9,2,1
2,6,10,0,3
2,6,10,1,3
2,6,10,2,0
2,6,11,0,4
2,6,11,1,2
2,6,11,2,2
2,6,12,0,2
2,6,12,1,0
2,6,12,2,2
2,6,13,0,4
2,6,13,1,1
2,6,13,2,3
2,6,14,0,4
2,6,14,1,2
2,6,14,2,2
2,6,15,0,3
2,6,15,1,1
2,6,15,2,2
2,6,16,0,5
2,6,16,1,4
2,6,16,2,1
2,6,17,0,5
2,6,17,1,3
2,6,17,2,2
2,6,18,0,2
2,6,18,1,0
2,6,18,2,2
2,6,19,0,3
2,6,19,1,0
2,6,19,2,3
2,6,20,0,3
2,6,20,1,2
2,6,20,2,1
2,6,21,0,5
2,6,21,1,4
2,6,21,2,1
2,6,22,0,7
2,6,22,1,5
2,6,22,2,2
2,6,23,0,3
2,6,23,1,3
2,6,23,2,0
2,6,24,0,2
2,6,24,1,1
2,6,24,2,1
2,6,25,0,5
2,6,25,1,4
2,6,25,2,1
2,6,26,0,5
2,6,26,1,2
2,6,26,2,3
2,6,27,0,5
2,6,27,1,3
2,6,27,2,2
2,6,28,0,4
2,6,28,1,3
2,6,28,2,1
2,6,29,0,6
2,6,29,1,6
2,6,29,2,0
2,6,30,0,9
2,6,30,1,6
2,6,30,2,3
2,6,31,0,5
2,6,31,1,3
2,6,31,2,2
2,6,32,0,4
2,6,32,1,2
2,6,32,2,2
2,6,33,0,3
2,6,33,1,3
2,6,33,2,0
2,6,34,0,5
2,6,34,1,1
2,6,34,2,4
2,6,35,0,7
2,6,35,1,5
2,6,35,2,2
2,6,36,0,2
2,6,36,1,2
2,6,36,2,0
2,6,37,0,6
2,6,37,1,4
2,6,37,2,2
2,6,38,0,3
2,6,38,1,3
2,6,38,2,0
2,6,39,0,2
2,6,39,1,1
2,6,39,2,1
2,6,40,0,6
2,6,40,1,3
2,6,40,2,3
2,6,41,0,5
2,6,41,1,2
2,6,41,2,3
2,6,42,0,6
2,6,42,1,5
2,6,42,2,1
2,6,43,0,8
2,6,43,1,4
2,6,43,2,4
2,6,44,0,2
2,6,44,1,2
2,6,44,2,0
2,6,45,0,10
2,6,45,1,5
2,6,45,2,5
2,7,0,0,228
2,7,0,1,119
2,7,0,2,109
2,7,1,0,3
2,7,1,1,2
2,7,1,2,1
2,7,2,0,2
2,7,2,1,0
2,7,2,2,2
2,7,3,0,6
2,7,3,1,3
2,7,3,2,3
2,7,4,0,4
2,7,4,1,3
2,7,4,2,1
2,7,5,0,2
2,7,5,1,0
2,7,5,2,2
2,7,6,0,5
2,7,6,1,3
2,7,6,2,2
2,7,7,0,2
2,7,7,1,1
2,7,7,2,1
2,7,8,0,3
2,7,8,1,2
2,7,8,2,1
2,7,9,0,1
2,7,9,1,1
2,7,9,2,0
2,7,10,0,4
2,7,10,1,3
2,7,10,2,1
2,7,11,0,2
2,7,11,1,2
2,7,11,2,0
2,7,12,0,3
2,7,12,1,2
2,7,12,2,1
2,7,13,0,6
2,7,13,1,2
2,7,13,2,4
2,7,14,0,8
2,7,14,1,3
2,7,14,2,5
2,7,15,0,1
2,7,15,1,0
2,7,15,2,1
2,7,16,0,2
2,7,16,1,1
2,7,16,2,1
2,7,17,0,3
2,7,17,1,2
2,7,17,2,1
2,7,18,0,6
2,7,18,1,5
2,7,18,2,1
2,7,19,0,3
2,7,19,1,1
2,7,19,2,2
2,7,20,0,5
2,7,20,1,3
2,7,20,2,2
2,7,21,0,2
2,7,21,1,1
2,7,21,2,1
2,7,22,0,6
2,7,22,1,5
2,7,22,2,1
2,7,23,0,7
2,7,23,1,4
2,7,23,2,3
2,7,24,0,5
2,7,24,1,5
2,7,24,2,0
2,7,25,0,8
2,7,25,1,6
2,7,25,2,2
2,7,26,0,8
2,7,26,1,4
2,7,26,2,4
2,7,27,0,5
2,7,27,1,3
2,7,27,2,2
2,7,28,0,8
2,7,28,1,4
2,7,28,2,4
2,7,29,0,5
2,7,29,1,2
2,7,29,2,3
2,7,30,0,8
2,7,30,1,3
2,7,30,2,5
2,7,31,0,1
2,7,31,1,1
2,7,31,2,0
2,7,32,0,3
2,7,32,1,1
2,7,32,2,2
2,7,33,0,4
2,7,33,1,0
2,7,33,2,4
2,7,34,0,9
2,7,34,1,5
2,7,34,2,4
2,7,35,0,8
2,7,35,1,5
2,7,35,2,3
2,7,36,0,4
2,7,36,1,1
2,7,36,2,3
2,7,37,0,6
2,7,37,1,2
2,7,37,2,4
2,7,38,0,7
2,7,38,1,4
2,7,38,2,3
2,7,39,0,3
2,7,39,1,2
2,7,39,2,1
2,7,40,0,6
2,7,40,1,2
2,7,40,2,4
2,7,41,0,6
2,7,41,1,2
2,7,41,2,4
2,7,42,0,11
2,7,42,1,2
2,7,42,2,9
2,7,43,0,8
2,7,43,1,5
2,7,43,2,3
2,7,44,0,10
2,7,44,1,4
2,7,44,2,6
2,7,45,0,9
2,7,45,1,7
2,7,45,2,2
2,8,0,0,298
2,8,0,1,169
2,8,0,2,129
2,8,1,0,2
2,8,1,1,1
2,8,1,2,1
2,8,2,0,2
2,8,2,1,1
2,8,2,2,1
2,8,3,0,0
2,8,3,1,0
2,8,3,2,0
2,8,4,0,0
2,8,4,1,0
2,8,4,2,0
2,8,5,0,1
2,8,5,1,1
2,8,5,2,0
2,8,6,0,1
2,8,6,1,0
2,8,6,2,1
2,8,7,0,5
2,8,7,1,3
2,8,7,2,2
2,8,8,0,4
2,8,8,1,3
2,8,8,2,1
2,8,9,0,9
2,8,9,1,5
2,8,9,2,4
2,8,10,0,5
2,8,10,1,3
2,8,10,2,2
2,8,11,0,5
2,8,11,1,3
2,8,11,2,2
2,8,12,0,2
2,8,12,1,0
2,8,12,2,2
2,8,13,0,4
2,8,13,1,1
2,8,13,2,3
2,8,14,0,9
2,8,14,1,4
2,8,14,2,5
2,8,15,0,4
2,8,15,1,4
2,8,15,2,0
2,8,16,0,6
2,8,16,1,4
2,8,16,2,2
2,8,17,0,4
2,8,17,1,2
2,8,17,2,2
2,8,18,0,6
2,8,18,1,5
2,8,18,2,1
2,8,19,0,7
2,8,19,1,5
2,8,19,2,2
2,8,20,0,4
2,8,20,1,3
2,8,20,2,1
2,8,21,0,9
2,8,21,1,4
2,8,21,2,5
2,8,22,0,6
2,8,22,1,2
2,8,22,2,4
2,8,23,0,8
2,8,23,1,4
2,8,23,2,4
2,8,24,0,10
2,8,24,1,7
2,8,24,2,3
2,8,25,0,9
2,8,25,1,4
2,8,25,2,5
2,8,26,0,8
2,8,26,1,6
2,8,26,2,2
2,8,27,0,6
2,8,27,1,3
2,8,27,2,3
2,8,28,0,6
2,8,28,1,2
2,8,28,2,4
2,8,29,0,6
2,8,29,1,5
2,8,29,2,1
2,8,30,0,6
2,8,30,1,1
2,8,30,2,5
2,8,31,0,9
2,8,31,1,5
2,8,31,2,4
2,8,32,0,5
2,8,32,1,4
2,8,32,2,1
2,8,33,0,4
2,8,33,1,3
2,8,33,2,1
2,8,34,0,13
2,8,34,1,7
2,8,34,2,6
2,8,35,0,6
2,8,35,1,6
2,8,35,2,0
2,8,36,0,12
2,8,36,1,6
2,8,36,2,6
2,8,37,0,13
2,8,37,1,4
2,8,37,2,9
2,8,38,0,8
2,8,38,1,5
2,8,38,2,3
2,8,39,0,13
2,8,39,1,7
2,8,39,2,6
2,8,40,0,9
2,8,40,1,3
2,8,40,2,6
2,8,41,0,11
2,8,41,1,4
2,8,41,2,7
2,8,42,0,10
2,8,42,1,8
2,8,42,2,2
2,8,43,0,5
2,8,43,1,4
2,8,43,2,1
2,8,44,0,18
2,8,44,1,12
2,8,44,2,6
2,8,45,0,8
2,8,45,1,5
2,8,45,2,3
2,9,0,0,322
2,9,0,1,196
2,9,0,2,126
2,9,1,0,1
2,9,1,1,1
2,9,1,2,0
2,9,2,0,2
2,9,2,1,2
2,9,2,2,0
2,9,3,0,4
2,9,3,1,3
2,9,3,2,1
2,9,4,0,3
2,9,4,1,3
2,9,4,2,0
2,9,5,0,6
2,9,5,1,6
2,9,5,2,0
2,9,6,0,8
2,9,6,1,4
2,9,6,2,4
2,9,7,0,1
2,9,7,1,1
2,9,7,2,0
2,9,8,0,4
2,9,8,1,4
2,9,8,2,0
2,9,9,0,5
2,9,9,1,2
2,9,9,2,3
2,9,10,0,2
2,9,10,1,2
2,9,10,2,0
2,9,11,0,8
2,9,11,1,4
2,9,11,2,4
2,9,12,0,5
2,9,12,1,2
2,9,12,2,3
2,9,13,0,2
2,9,13,1,1
2,9,13,2,1
2,9,14,0,9
2,9,14,1,4
2,9,14,2,5
2,9,15,0,8
2,9,15,1,5
2,9,15,2,3
2,9,16,0,6
2,9,16,1,5
2,9,16,2,1
2,9,17,0,6
2,9,17,1,3
2,9,17,2,3
2,9,18,0,4
2,9,18,1,4
2,9,18,2,0
2,9,19,0,4
2,9,19,1,3
2,9,19,2,1
2,9,20,0,5
2,9,20,1,4
2,9,20,2,1
2,9,21,0,5
2,9,21,1,4
2,9,21,2,1
2,9,22,0,4
2,9,22,1,3
2,9,22,2,1
2,9,23,0,6
2,9,23,1,2
2,9,23,2,4
2,9,24,0,8
2,9,24,1,6
2,9,24,2,2
2,9,25,0,5
2,9,25,1,4
2,9,25,2,1
2,9,26,0,7
2,9,26,1,5
2,9,26,2,2
2,9,27,0,8
2,9,27,1,4
2,9,27,2,4
2,9,28,0,10
2,9,28,1,7
2,9,28,2,3
2,9,29,0,7
2,9,29,1,6
2,9,29,2,1
2,9,30,0,12
2,9,30,1,5
2,9,30,2,7
2,9,31,0,13
2,9,31,1,6
2,9,31,2,7
2,9,32,0,8
2,9,32,1,3
2,9,32,2,5
2,9,33,0,6
2,9,33,1,3
2,9,33,2,3
2,9,34,0,8
2,9,34,1,7
2,9,34,2,1
2,9,35,0,8
2,9,35,1,4
2,9,35,2,4
2,9,36,0,12
2,9,36,1,4
2,9,36,2,8
2,9,37,0,10
2,9,37,1,4
2,9,37,2,6
2,9,38,0,13
2,9,38,1,9
2,9,38,2,4
2,9,39,0,12
2,9,39,1,8
2,9,39,2,4
2,9,40,0,4
2,9,40,1,0
2,9,40,2,4
2,9,41,0,16
2,9,41,1,6
2,9,41,2,10
2,9,42,0,9
2,9,42,1,4
2,9,42,2,5
2,9,43,0,15
2,9,43,1,12
2,9,43,2,3
2,9,44,0,10
2,9,44,1,8
2,9,44,2,2
2,9,45,0,13
2,9,45,1,9
2,9,45,2,4
2,10,0,0,411
2,10,0,1,232
2,10,0,2,179
2,10,1,0,3
2,10,1,1,3
2,10,1,2,0
2,10,2,0,5
2,10,2,1,4
2,10,2,2,1
2,10,3,0,4
2,10,3,1,3
2,10,3,2,1
2,10,4,0,0
2,10,4,1,0
2,10,4,2,0
2,10,5,0,6
2,10,5,1,2
2,10,5,2,4
2,10,6,0,5
2,10,6,1,2
2,10,6,2,3
2,10,7,0,8
2,10,7,1,8
2,10,7,2,0
2,10,8,0,3
2,10,8,1,1
2,10,8,2,2
2,10,9,0,4
2,10,9,1,0
2,10,9,2,4
2,10,10,0,1
2,10,10,1,0
2,10,10,2,1
2,10,11,0,4
2,10,11,1,3
2,10,11,2,1
2,10,12,0,5
2,10,12,1,1
2,10,12,2,4
2,10,13,0,3
2,10,13,1,3
2,10,13,2,0
2,10,14,0,5
2,10,14,1,4
2,10,14,2,1
2,10,15,0,3
2,10,15,1,2
2,10,15,2,1
2,10,16,0,3
2,10,16,1,1
2,10,16,2,2
2,10,17,0,7
2,10,17,1,4
2,10,17,2,3
2,10,18,0,8
2,10,18,1,3
2,10,18,2,5
2,10,19,0,3
2,10,19,1,1
2,10,19,2,2
2,10,20,0,5
